MaSo,MaQuanHuyen,Ten,DonVi,EnglishName
8056,231,Đại Phạm,Xã,DaiPham
8062,231,Đan Thượng,Xã,DanThuong
8065,231,Hà Lương,Xã,HaLuong
8071,231,Tứ Hiệp,Xã,TuHiep
8080,231,Hiền Lương,Xã,HienLuong
8089,231,Phương Viên,Xã,PhuongVien
8092,231,Gia Điền,Xã,GiaDien
8095,231,Ấm Hạ,Xã,AmHa
8104,231,Hương Xạ,Xã,HuongXa
8110,231,Xuân Áng,Xã,XuanAng
8113,231,Yên Kỳ,Xã,YenKy
8119,231,Minh Hạc,Xã,MinhHac
8122,231,Lang Sơn,Xã,LangSon
8125,231,Bằng Giã,Xã,BangGia
8128,231,Yên Luật,Xã,YenLuat
8131,231,Vô Tranh,Xã,VoTranh
8134,231,Văn Lang,Xã,VanLang
8140,231,Minh Côi,Xã,MinhCoi
8143,231,Vĩnh Chân,Xã,VinhChan
8152,232,Thanh Ba,Thị trấn,ThanhBa
8156,232,Vân Lĩnh,Xã,VanLinh
8158,232,Đông Lĩnh,Xã,DongLinh
8161,232,Đại An,Xã,DaiAn
8164,232,Hanh Cù,Xã,HanhCu
8170,232,Đồng Xuân,Xã,DongXuan
8173,232,Quảng Yên,Xã,QuangYen
8179,232,Ninh Dân,Xã,NinhDan
8194,232,Võ Lao,Xã,VoLao
8197,232,Khải Xuân,Xã,KhaiXuan
8200,232,Mạn Lạn,Xã,ManLan
8203,232,Hoàng Cương,Xã,HoangCuong
8206,232,Chí Tiên,Xã,ChiTien
8209,232,Đông Thành,Xã,DongThanh
8215,232,Sơn Cương,Xã,SonCuong
8218,232,Thanh Hà,Xã,ThanhHa
8221,232,Đỗ Sơn,Xã,DoSon
8224,232,Đỗ Xuyên,Xã,DoXuyen
8227,232,Lương Lỗ,Xã,LuongLo
8230,233,Phong Châu,Thị trấn,PhongChau
8233,233,Phú Mỹ,Xã,PhuMy
8234,233,Lệ Mỹ,Xã,LeMy
8236,233,Liên Hoa,Xã,LienHoa
8239,233,Trạm Thản,Xã,TramThan
8242,233,Trị Quận,Xã,TriQuan
8245,233,Trung Giáp,Xã,TrungGiap
8248,233,Tiên Phú,Xã,TienPhu
8251,233,Hạ Giáp,Xã,HaGiap
8254,233,Bảo Thanh,Xã,BaoThanh
8257,233,Phú Lộc,Xã,PhuLoc
8260,233,Gia Thanh,Xã,GiaThanh
8263,233,Tiên Du,Xã,TienDu
8266,233,Phú Nham,Xã,PhuNham
8272,233,An Đạo,Xã,AnDao
8275,233,Bình Phú,Xã,BinhPhu
8278,233,Phù Ninh,Xã,PhuNinh
8281,227,Kim Đức,Xã,KimDuc
8287,227,Hùng Lô,Xã,HungLo
8290,234,Yên Lập,Thị trấn,YenLap
8293,234,Mỹ Lung,Xã,MyLung
8296,234,Mỹ Lương,Xã,MyLuong
8299,234,Lương Sơn,Xã,LuongSon
8302,234,Xuân An,Xã,XuanAn
8305,234,Xuân Viên,Xã,XuanVien
8308,234,Xuân Thủy,Xã,XuanThuy
8311,234,Trung Sơn,Xã,TrungSon
8314,234,Hưng Long,Xã,HungLong
8317,234,Nga Hoàng,Xã,NgaHoang
8320,234,Đồng Lạc,Xã,DongLac
8323,234,Thượng Long,Xã,ThuongLong
8326,234,Đồng Thịnh,Xã,DongThinh
8329,234,Phúc Khánh,Xã,PhucKhanh
8332,234,Minh Hòa,Xã,MinhHoa
8335,234,Ngọc Lập,Xã,NgocLap
8338,234,Ngọc Đồng,Xã,NgocDong
8341,235,Cẩm Khê,Thị trấn,CamKhe
8344,235,Tiên Lương,Xã,TienLuong
8347,235,Tuy Lộc,Xã,TuyLoc
8350,235,Ngô Xá,Xã,NgoXa
8353,235,Minh Tân,Xã,MinhTan
8356,235,Phượng Vĩ,Xã,PhuongVi
8362,235,Thụy Liễu,Xã,ThuyLieu
8374,235,Tùng Khê,Xã,TungKhe
8377,235,Tam Sơn,Xã,TamSon
8380,235,Văn Bán,Xã,VanBan
8383,235,Cấp Dẫn,Xã,CapDan
8389,235,Xương Thịnh,Xã,XuongThinh
8392,235,Phú Khê,Xã,PhuKhe
8395,235,Sơn Tình,Xã,SonTinh
8398,235,Yên Tập,Xã,YenTap
8401,235,Hương Lung,Xã,HuongLung
8404,235,Tạ Xá,Xã,TaXa
8407,235,Phú Lạc,Xã,PhuLac
8413,235,Chương Xá,Xã,ChuongXa
8416,235,Hùng Việt,Xã,HungViet
8419,235,Văn Khúc,Xã,VanKhuc
8422,235,Yên Dưỡng,Xã,YenDuong
8428,235,Điêu Lương,Xã,DieuLuong
8431,235,Đồng Lương,Xã,DongLuong
8434,236,Hưng Hoá,Thị trấn,HungHoa
8440,236,Hiền Quan,Xã,HienQuan
8443,236,Bắc Sơn,Xã,BacSon
8446,236,Thanh Uyên,Xã,ThanhUyen
8461,236,Lam Sơn,Xã,LamSon
8467,236,Vạn Xuân,Xã,VanXuan
8470,236,Quang Húc,Xã,QuangHuc
8473,236,Hương Nộn,Xã,HuongNon
8476,236,Tề Lễ,Xã,TeLe
8479,236,Thọ Văn,Xã,ThoVan
8482,236,Dị Nậu,Xã,DiNau
8491,236,Dân Quyền,Xã,DanQuyen
8494,237,Lâm Thao,Thị trấn,LamThao
8497,237,Tiên Kiên,Xã,TienKien
8498,237,Hùng Sơn,Thị trấn,HungSon
8500,237,Xuân Lũng,Xã,XuanLung
8503,227,Hy Cương,Xã,HyCuong
8506,227,Chu Hóa,Xã,ChuHoa
8509,237,Xuân Huy,Xã,XuanHuy
8512,237,Thạch Sơn,Xã,ThachSon
8515,227,Thanh Đình,Xã,ThanhDinh
8518,237,Sơn Vi,Xã,SonVi
8521,237,Phùng Nguyên,Xã,PhungNguyen
8527,237,Cao Xá,Xã,CaoXa
8533,237,Vĩnh Lại,Xã,VinhLai
8536,237,Tứ Xã,Xã,TuXa
8539,237,Bản Nguyên,Xã,BanNguyen
8542,238,Thanh Sơn,Thị trấn,ThanhSon
8545,240,Thu Cúc,Xã,ThuCuc
8548,240,Thạch Kiệt,Xã,ThachKiet
8551,240,Thu Ngạc,Xã,ThuNgac
8554,240,Kiệt Sơn,Xã,KietSon
8557,240,Đồng Sơn,Xã,DongSon
8560,240,Lai Đồng,Xã,LaiDong
8563,238,Sơn Hùng,Xã,SonHung
8566,240,Tân Phú,Xã,TanPhu
8569,240,Mỹ Thuận,Xã,MyThuan
8572,238,Địch Quả,Xã,DichQua
8575,238,Giáp Lai,Xã,GiapLai
8578,240,Tân Sơn,Xã,TanSon
8581,238,Thục Luyện,Xã,ThucLuyen
8584,238,Võ Miếu,Xã,VoMieu
8587,238,Thạch Khoán,Xã,ThachKhoan
8590,240,Xuân Đài,Xã,XuanDai
8593,240,Minh Đài,Xã,MinhDai
8596,240,Văn Luông,Xã,VanLuong
8599,240,Xuân Sơn,Xã,XuanSon
8602,238,Cự Thắng,Xã,CuThang
8605,238,Tất Thắng,Xã,TatThang
8608,240,Long Cốc,Xã,LongCoc
8611,238,Văn Miếu,Xã,VanMieu
8614,238,Cự Đồng,Xã,CuDong
8617,240,Kim Thượng,Xã,KimThuong
8620,240,Tam Thanh,Xã,TamThanh
8623,238,Thắng Sơn,Xã,ThangSon
8626,240,Vinh Tiền,Xã,VinhTien
8629,238,Tân Minh,Xã,TanMinh
8632,238,Hương Cần,Xã,HuongCan
8635,238,Khả Cửu,Xã,KhaCuu
8638,238,Đông Cửu,Xã,DongCuu
8641,238,Tân Lập,Xã,TanLap
8644,238,Yên Lãng,Xã,YenLang
8647,238,Yên Lương,Xã,YenLuong
8650,238,Thượng Cửu,Xã,ThuongCuu
8653,238,Lương Nha,Xã,LuongNha
8656,238,Yên Sơn,Xã,YenSon
8659,238,Tinh Nhuệ,Xã,TinhNhue
8662,239,Đào Xá,Xã,DaoXa
8665,239,Thạch Đồng,Xã,ThachDong
8668,239,Xuân Lộc,Xã,XuanLoc
8671,239,Tân Phương,Xã,TanPhuong
8674,239,Thanh Thủy,Thị trấn,ThanhThuy
8677,239,Sơn Thủy,Xã,SonThuy
8680,239,Bảo Yên,Xã,BaoYen
8683,239,Đoan Hạ,Xã,DoanHa
8686,239,Đồng Trung,Xã,DongTrung
8689,239,Hoàng Xá,Xã,HoangXa
8701,239,Tu Vũ,Xã,TuVu
8707,243,Tích Sơn,Phường,TichSon
8710,243,Liên Bảo,Phường,LienBao
8713,243,Hội Hợp,Phường,HoiHop
8716,243,Đống Đa,Phường,DongDa
8719,243,Ngô Quyền,Phường,NgoQuyen
8722,243,Đồng Tâm,Phường,DongTam
8725,243,Định Trung,Phường,DinhTrung
8728,243,Khai Quang,Phường,KhaiQuang
8731,243,Thanh Trù,Xã,ThanhTru
8734,244,Trưng Trắc,Phường,TrungTrac
8737,244,Hùng Vương,Phường,HungVuong
8740,244,Trưng Nhị,Phường,TrungNhi
8743,244,Phúc Thắng,Phường,PhucThang
8746,244,Xuân Hoà,Phường,XuanHoa
8747,244,Đồng Xuân,Phường,DongXuan
8749,244,Ngọc Thanh,Xã,NgocThanh
8752,244,Cao Minh,Xã,CaoMinh
8755,244,Nam Viêm,Phường,NamViem
8758,244,Tiền Châu,Phường,TienChau
8761,246,Lập Thạch,Thị trấn,LapThach
8764,246,Quang Sơn,Xã,QuangSon
8767,246,Ngọc Mỹ,Xã,NgocMy
8770,246,Hợp Lý,Xã,HopLy
8773,253,Lãng Công,Xã,LangCong
8776,253,Quang Yên,Xã,QuangYen
8779,253,Bạch Lưu,Xã,BachLuu
8782,253,Hải Lựu,Xã,HaiLuu
8785,246,Bắc Bình,Xã,BacBinh
8788,246,Thái Hòa,Xã,ThaiHoa
8789,246,Hoa Sơn,Thị trấn,HoaSon
8791,246,Liễn Sơn,Xã,LienSon
8794,246,Xuân Hòa,Xã,XuanHoa
8797,246,Vân Trục,Xã,VanTruc
8800,253,Đồng Quế,Xã,DongQue
8803,253,Nhân Đạo,Xã,NhanDao
8806,253,Đôn Nhân,Xã,DonNhan
8809,253,Phương Khoan,Xã,PhuongKhoan
8812,246,Liên Hòa,Xã,LienHoa
8815,246,Tử Du,Xã,TuDu
8818,253,Tân Lập,Xã,TanLap
8821,253,Nhạo Sơn,Xã,NhaoSon
8824,253,Tam Sơn,Thị trấn,TamSon
8827,253,Như Thụy,Xã,NhuThuy
8830,253,Yên Thạch,Xã,YenThach
8833,246,Bàn Giản,Xã,BanGian
8836,246,Xuân Lôi,Xã,XuanLoi
8839,246,Đồng Ích,Xã,DongIch
8842,246,Tiên Lữ,Xã,TienLu
8845,246,Văn Quán,Xã,VanQuan
8848,253,Đồng Thịnh,Xã,DongThinh
8851,253,Tứ Yên,Xã,TuYen
8854,253,Đức Bác,Xã,DucBac
8857,246,Đình Chu,Xã,DinhChu
8860,253,Cao Phong,Xã,CaoPhong
8863,246,Triệu Đề,Xã,TrieuDe
8866,246,Sơn Đông,Xã,SonDong
8869,247,Hợp Hòa,Thị trấn,HopHoa
8872,247,Hoàng Hoa,Xã,HoangHoa
8875,247,Đồng Tĩnh,Xã,DongTinh
8878,247,Kim Long,Thị trấn,KimLong
8881,247,Hướng Đạo,Xã,HuongDao
8884,247,Đạo Tú,Xã,DaoTu
8887,247,An Hòa,Xã,AnHoa
8890,247,Thanh Vân,Xã,ThanhVan
8893,247,Duy Phiên,Xã,DuyPhien
8896,247,Hoàng Đan,Xã,HoangDan
8899,247,Hoàng Lâu,Xã,HoangLau
8902,247,Vân Hội,Xã,VanHoi
8905,247,Hợp Thịnh,Xã,HopThinh
8908,248,Tam Đảo,Thị trấn,TamDao
8911,248,Hợp Châu,Thị trấn,HopChau
8914,248,Đạo Trù,Xã,DaoTru
8917,248,Yên Dương,Xã,YenDuong
8920,248,Bồ Lý,Xã,BoLy
8923,248,Đại Đình,Thị trấn,DaiDinh
8926,248,Tam Quan,Xã,TamQuan
8929,248,Hồ Sơn,Xã,HoSon
8932,248,Minh Quang,Xã,MinhQuang
8935,249,Hương Canh,Thị trấn,HuongCanh
8936,249,Gia Khánh,Thị trấn,GiaKhanh
8938,249,Trung Mỹ,Xã,TrungMy
8944,249,Bá Hiến,Thị trấn,BaHien
8947,249,Thiện Kế,Xã,ThienKe
8950,249,Hương Sơn,Xã,HuongSon
8953,249,Tam Hợp,Xã,TamHop
8956,249,Quất Lưu,Xã,QuatLuu
8959,249,Sơn Lôi,Xã,SonLoi
8962,249,Đạo Đức,Thị trấn,DaoDuc
8965,249,Tân Phong,Xã,TanPhong
8968,249,Thanh Lãng,Thị trấn,ThanhLang
8971,249,Phú Xuân,Xã,PhuXuan
8973,250,Chi Đông,Thị trấn,ChiDong
8974,250,Đại Thịnh,Xã,DaiThinh
8977,250,Kim Hoa,Xã,KimHoa
8980,250,Thạch Đà,Xã,ThachDa
8983,250,Tiến Thắng,Xã,TienThang
8986,250,Tự Lập,Xã,TuLap
8989,250,Quang Minh,Thị trấn,QuangMinh
8992,250,Thanh Lâm,Xã,ThanhLam
8995,250,Tam Đồng,Xã,TamDong
8998,250,Liên Mạc,Xã,LienMac
9001,250,Vạn Yên,Xã,VanYen
9004,250,Chu Phan,Xã,ChuPhan
9007,250,Tiến Thịnh,Xã,TienThinh
9010,250,Mê Linh,Xã,MeLinh
9013,250,Văn Khê,Xã,VanKhe
9016,250,Hoàng Kim,Xã,HoangKim
9019,250,Tiền Phong,Xã,TienPhong
9022,250,Tráng Việt,Xã,TrangViet
9025,251,Yên Lạc,Thị trấn,YenLac
9028,251,Đồng Cương,Xã,DongCuong
9031,251,Đồng Văn,Xã,DongVan
9034,251,Bình Định,Xã,BinhDinh
9037,251,Trung Nguyên,Xã,TrungNguyen
9040,251,Tề Lỗ,Xã,TeLo
9043,251,Tam Hồng,Thị trấn,TamHong
9046,251,Yên Đồng,Xã,YenDong
9049,251,Văn Tiến,Xã,VanTien
9052,251,Nguyệt Đức,Xã,NguyetDuc
9055,251,Yên Phương,Xã,YenPhuong
9058,251,Hồng Phương,Xã,HongPhuong
9061,251,Trung Kiên,Xã,TrungKien
9064,251,Liên Châu,Xã,LienChau
9067,251,Đại Tự,Xã,DaiTu
9070,251,Hồng Châu,Xã,HongChau
9073,251,Trung Hà,Xã,TrungHa
9076,252,Vĩnh Tường,Thị trấn,VinhTuong
9079,252,Kim Xá,Xã,KimXa
9082,252,Yên Bình,Xã,YenBinh
9085,252,Chấn Hưng,Xã,ChanHung
9088,252,Nghĩa Hưng,Xã,NghiaHung
9091,252,Yên Lập,Xã,YenLap
9094,252,Việt Xuân,Xã,VietXuan
9097,252,Bồ Sao,Xã,BoSao
9100,252,Đại Đồng,Xã,DaiDong
9103,252,Tân Tiến,Xã,TanTien
9106,252,Lũng Hoà,Xã,LungHoa
9109,252,Cao Đại,Xã,CaoDai
9112,252,Thổ Tang,Thị trấn,ThoTang
9115,252,Vĩnh Sơn,Xã,VinhSon
9118,252,Bình Dương,Xã,BinhDuong
9124,252,Tân Phú,Xã,TanPhu
9127,252,Thượng Trưng,Xã,ThuongTrung
9130,252,Vũ Di,Xã,VuDi
9133,252,Lý Nhân,Xã,LyNhan
9136,252,Tuân Chính,Xã,TuanChinh
9139,252,Vân Xuân,Xã,VanXuan
9142,252,Tam Phúc,Xã,TamPhuc
9145,252,Tứ Trưng,Thị trấn,TuTrung
9148,252,Ngũ Kiên,Xã,NguKien
9151,252,An Tường,Xã,AnTuong
9154,252,Vĩnh Thịnh,Xã,VinhThinh
9157,252,Phú Đa,Xã,PhuDa
9160,252,Vĩnh Ninh,Xã,VinhNinh
9163,256,Vũ Ninh,Phường,VuNinh
9166,256,Đáp Cầu,Phường,DapCau
9169,256,Thị Cầu,Phường,ThiCau
9172,256,Kinh Bắc,Phường,KinhBac
9175,256,Vệ An,Phường,VeAn
9178,256,Tiền An,Phường,TienAn
9181,256,Đại Phúc,Phường,DaiPhuc
9184,256,Ninh Xá,Phường,NinhXa
9187,256,Suối Hoa,Phường,SuoiHoa
9190,256,Võ Cường,Phường,VoCuong
9193,258,Chờ,Thị trấn,Cho
9196,258,Dũng Liệt,Xã,DungLiet
9199,258,Tam Đa,Xã,TamDa
9202,258,Tam Giang,Xã,TamGiang
9205,258,Yên Trung,Xã,YenTrung
9208,258,Thụy Hòa,Xã,ThuyHoa
9211,258,Hòa Tiến,Xã,HoaTien
9214,256,Hòa Long,Phường,HoaLong
9217,258,Đông Tiến,Xã,DongTien
9220,258,Yên Phụ,Xã,YenPhu
9223,258,Trung Nghĩa,Xã,TrungNghia
9226,256,Vạn An,Phường,VanAn
9229,258,Đông Phong,Xã,DongPhong
9232,258,Long Châu,Xã,LongChau
9235,256,Khúc Xuyên,Phường,KhucXuyen
9238,258,Văn Môn,Xã,VanMon
9241,258,Đông Thọ,Xã,DongTho
9244,256,Phong Khê,Phường,PhongKhe
9247,259,Phố Mới,Phường,PhoMoi
9250,259,Việt Thống,Xã,VietThong
9253,259,Đại Xuân,Phường,DaiXuan
9256,256,Kim Chân,Phường,KimChan
9259,259,Nhân Hòa,Phường,NhanHoa
9262,259,Bằng An,Phường,BangAn
9265,259,Phương Liễu,Phường,PhuongLieu
9268,259,Quế Tân,Phường,QueTan
9271,256,Vân Dương,Phường,VanDuong
9274,259,Phù Lương,Phường,PhuLuong
9277,259,Phù Lãng,Xã,PhuLang
9280,259,Phượng Mao,Phường,PhuongMao
9283,259,Việt Hùng,Phường,VietHung
9286,256,Nam Sơn,Phường,NamSon
9289,259,Ngọc Xá,Xã,NgocXa
9292,259,Châu Phong,Xã,ChauPhong
9295,259,Bồng Lai,Phường,BongLai
9298,259,Cách Bi,Phường,CachBi
9301,259,Đào Viên,Xã,DaoVien
9304,259,Yên Giả,Xã,YenGia
9307,259,Mộ Đạo,Xã,MoDao
9310,259,Đức Long,Xã,DucLong
9313,259,Chi Lăng,Xã,ChiLang
9316,259,Hán Quảng,Xã,HanQuang
9319,260,Lim,Thị trấn,Lim
9322,260,Phú Lâm,Xã,PhuLam
9325,256,Khắc Niệm,Phường,KhacNiem
9328,260,Nội Duệ,Xã,NoiDue
9331,256,Hạp Lĩnh,Phường,HapLinh
9334,260,Liên Bão,Xã,LienBao
9337,260,Hiên Vân,Xã,HienVan
9340,260,Hoàn Sơn,Xã,HoanSon
9343,260,Lạc Vệ,Xã,LacVe
9346,260,Việt Đoàn,Xã,VietDoan
9349,260,Phật Tích,Xã,PhatTich
9352,260,Tân Chi,Xã,TanChi
9355,260,Đại Đồng,Xã,DaiDong
9358,260,Tri Phương,Xã,TriPhuong
9361,260,Minh Đạo,Xã,MinhDao
9364,260,Cảnh Hưng,Xã,CanhHung
9367,261,Đông Ngàn,Phường,DongNgan
9370,261,Tam Sơn,Phường,TamSon
9373,261,Hương Mạc,Phường,HuongMac
9376,261,Tương Giang,Phường,TuongGiang
9379,261,Phù Khê,Phường,PhuKhe
9382,261,Đồng Kỵ,Phường,DongKy
9383,261,Trang Hạ,Phường,TrangHa
9385,261,Đồng Nguyên,Phường,DongNguyen
9388,261,Châu Khê,Phường,ChauKhe
9391,261,Tân Hồng,Phường,TanHong
9394,261,Đình Bảng,Phường,DinhBang
9397,261,Phù Chẩn,Phường,PhuChan
9400,262,Hồ,Phường,Ho
9403,262,Hoài Thượng,Xã,HoaiThuong
9406,262,Đại Đồng Thành,Xã,DaiDongThanh
9409,262,Mão Điền,Xã,MaoDien
9412,262,Song Hồ,Phường,SongHo
9415,262,Đình Tổ,Xã,DinhTo
9418,262,An Bình,Phường,AnBinh
9421,262,Trí Quả,Phường,TriQua
9424,262,Gia Đông,Phường,GiaDong
9427,262,Thanh Khương,Phường,ThanhKhuong
9430,262,Trạm Lộ,Phường,TramLo
9433,262,Xuân Lâm,Phường,XuanLam
9436,262,Hà Mãn,Phường,HaMan
9439,262,Ngũ Thái,Xã,NguThai
9442,262,Nguyệt Đức,Xã,NguyetDuc
9445,262,Ninh Xá,Phường,NinhXa
9448,262,Nghĩa Đạo,Xã,NghiaDao
9451,262,Song Liễu,Xã,SongLieu
9454,263,Gia Bình,Thị trấn,GiaBinh
9457,263,Vạn Ninh,Xã,VanNinh
9460,263,Thái Bảo,Xã,ThaiBao
9463,263,Giang Sơn,Xã,GiangSon
9466,263,Cao Đức,Xã,CaoDuc
9469,263,Đại Lai,Xã,DaiLai
9472,263,Song Giang,Xã,SongGiang
9475,263,Bình Dương,Xã,BinhDuong
9478,263,Lãng Ngâm,Xã,LangNgam
9481,263,Nhân Thắng,Xã,NhanThang
9484,263,Xuân Lai,Xã,XuanLai
9487,263,Đông Cứu,Xã,DongCuu
9490,263,Đại Bái,Xã,DaiBai
9493,263,Quỳnh Phú,Xã,QuynhPhu
9496,264,Thứa,Thị trấn,Thua
9499,264,An Thịnh,Xã,AnThinh
9502,264,Trung Kênh,Xã,TrungKenh
9505,264,Phú Hòa,Xã,PhuHoa
9508,264,Mỹ Hương,Xã,MyHuong
9511,264,Tân Lãng,Xã,TanLang
9514,264,Quảng Phú,Xã,QuangPhu
9517,264,Trừng Xá,Xã,TrungXa
9520,264,Lai Hạ,Xã,LaiHa
9523,264,Trung Chính,Xã,TrungChinh
9526,264,Minh Tân,Xã,MinhTan
9529,264,Bình Định,Xã,BinhDinh
9532,264,Phú Lương,Xã,PhuLuong
9535,264,Lâm Thao,Xã,LamThao
9538,268,Nguyễn Trãi,Phường,NguyenTrai
9541,268,Mộ Lao,Phường,MoLao
9542,268,Văn Quán,Phường,VanQuan
9544,268,Vạn Phúc,Phường,VanPhuc
9547,268,Yết Kiêu,Phường,YetKieu
9550,268,Quang Trung,Phường,QuangTrung
9551,268,La Khê,Phường,LaKhe
9552,268,Phú La,Phường,PhuLa
9553,268,Phúc La,Phường,PhucLa
9556,268,Hà Cầu,Phường,HaCau
9562,268,Yên Nghĩa,Phường,YenNghia
9565,268,Kiến Hưng,Phường,KienHung
9568,268,Phú Lãm,Phường,PhuLam
9571,268,Phú Lương,Phường,PhuLuong
9574,269,Lê Lợi,Phường,LeLoi
9577,269,Phú Thịnh,Phường,PhuThinh
9580,269,Ngô Quyền,Phường,NgoQuyen
9583,269,Quang Trung,Phường,QuangTrung
9586,269,Sơn Lộc,Phường,SonLoc
9589,269,Xuân Khanh,Phường,XuanKhanh
9592,269,Đường Lâm,Xã,DuongLam
9595,269,Viên Sơn,Phường,VienSon
9598,269,Xuân Sơn,Xã,XuanSon
9601,269,Trung Hưng,Phường,TrungHung
9604,269,Thanh Mỹ,Xã,ThanhMy
9607,269,Trung Sơn Trầm,Phường,TrungSonTram
9610,269,Kim Sơn,Xã,KimSon
9613,269,Sơn Đông,Xã,SonDong
9616,269,Cổ Đông,Xã,CoDong
9619,271,Tây Đằng,Thị trấn,TayDang
9625,271,Phú Cường,Xã,PhuCuong
9628,271,Cổ Đô,Xã,CoDo
9631,271,Tản Hồng,Xã,TanHong
9634,271,Vạn Thắng,Xã,VanThang
9637,271,Châu Sơn,Xã,ChauSon
9640,271,Phong Vân,Xã,PhongVan
9643,271,Phú Đông,Xã,PhuDong
9646,271,Phú Phương,Xã,PhuPhuong
9649,271,Phú Châu,Xã,PhuChau
9652,271,Thái Hòa,Xã,ThaiHoa
9655,271,Đồng Thái,Xã,DongThai
9658,271,Phú Sơn,Xã,PhuSon
9661,271,Minh Châu,Xã,MinhChau
9664,271,Vật Lại,Xã,VatLai
9667,271,Chu Minh,Xã,ChuMinh
9670,271,Tòng Bạt,Xã,TongBat
9673,271,Cẩm Lĩnh,Xã,CamLinh
9676,271,Sơn Đà,Xã,SonDa
9679,271,Đông Quang,Xã,DongQuang
9682,271,Tiên Phong,Xã,TienPhong
9685,271,Thụy An,Xã,ThuyAn
9688,271,Cam Thượng,Xã,CamThuong
9691,271,Thuần Mỹ,Xã,ThuanMy
9694,271,Tản Lĩnh,Xã,TanLinh
9697,271,Ba Trại,Xã,BaTrai
9700,271,Minh Quang,Xã,MinhQuang
9703,271,Ba Vì,Xã,BaVi
9706,271,Vân Hòa,Xã,VanHoa
9709,271,Yên Bài,Xã,YenBai
9712,271,Khánh Thượng,Xã,KhanhThuong
9715,272,Phúc Thọ,Thị trấn,PhucTho
9718,272,Vân Hà,Xã,VanHa
9721,272,Vân Phúc,Xã,VanPhuc
9724,272,Vân Nam,Xã,VanNam
9727,272,Xuân Đình,Xã,XuanDinh
9733,272,Sen Phương,Xã,SenPhuong
9739,272,Võng Xuyên,Xã,VongXuyen
9742,272,Thọ Lộc,Xã,ThoLoc
9745,272,Long Xuyên,Xã,LongXuyen
9748,272,Thượng Cốc,Xã,ThuongCoc
9751,272,Hát Môn,Xã,HatMon
9754,272,Tích Giang,Xã,TichGiang
9757,272,Thanh Đa,Xã,ThanhDa
9760,272,Trạch Mỹ Lộc,Xã,TrachMyLoc
9763,272,Phúc Hòa,Xã,PhucHoa
9766,272,Ngọc Tảo,Xã,NgocTao
9769,272,Phụng Thượng,Xã,PhungThuong
9772,272,Tam Thuấn,Xã,TamThuan
9775,272,Tam Hiệp,Xã,TamHiep
9778,272,Hiệp Thuận,Xã,HiepThuan
9781,272,Liên Hiệp,Xã,LienHiep
9784,273,Phùng,Thị trấn,Phung
9787,273,Trung Châu,Xã,TrungChau
9790,273,Thọ An,Xã,ThoAn
9793,273,Thọ Xuân,Xã,ThoXuan
9796,273,Hồng Hà,Xã,HongHa
9799,273,Liên Hồng,Xã,LienHong
9802,273,Liên Hà,Xã,LienHa
9805,273,Hạ Mỗ,Xã,HaMo
9808,273,Liên Trung,Xã,LienTrung
9811,273,Phương Đình,Xã,PhuongDinh
9814,273,Thượng Mỗ,Xã,ThuongMo
9817,273,Tân Hội,Xã,TanHoi
9820,273,Tân Lập,Xã,TanLap
9823,273,Đan Phượng,Xã,DanPhuong
9826,273,Đồng Tháp,Xã,DongThap
9829,273,Song Phượng,Xã,SongPhuong
9832,274,Trạm Trôi,Thị trấn,TramTroi
9835,274,Đức Thượng,Xã,DucThuong
9838,274,Minh Khai,Xã,MinhKhai
9841,274,Dương Liễu,Xã,DuongLieu
9844,274,Di Trạch,Xã,DiTrach
9847,274,Đức Giang,Xã,DucGiang
9850,274,Cát Quế,Xã,CatQue
9853,274,Kim Chung,Xã,KimChung
9856,274,Yên Sở,Xã,YenSo
9859,274,Sơn Đồng,Xã,SonDong
9862,274,Vân Canh,Xã,VanCanh
9865,274,Đắc Sở,Xã,DacSo
9868,274,Lại Yên,Xã,LaiYen
9871,274,Tiền Yên,Xã,TienYen
9874,274,Song Phương,Xã,SongPhuong
9877,274,An Khánh,Xã,AnKhanh
9880,274,An Thượng,Xã,AnThuong
9883,274,Vân Côn,Xã,VanCon
9886,268,Dương Nội,Phường,DuongNoi
9889,274,La Phù,Xã,LaPhu
9892,274,Đông La,Xã,DongLa
9895,275,Quốc Oai,Thị trấn,QuocOai
9898,275,Sài Sơn,Xã,SaiSon
9901,275,Phượng Cách,Xã,PhuongCach
9904,275,Yên Sơn,Xã,YenSon
9907,275,Ngọc Liệp,Xã,NgocLiep
9910,275,Ngọc Mỹ,Xã,NgocMy
9913,275,Liệp Tuyết,Xã,LiepTuyet
9916,275,Thạch Thán,Xã,ThachThan
9919,275,Đồng Quang,Xã,DongQuang
9922,275,Phú Cát,Xã,PhuCat
9925,275,Tuyết Nghĩa,Xã,TuyetNghia
9928,275,Nghĩa Hương,Xã,NghiaHuong
9931,275,Cộng Hòa,Xã,CongHoa
9934,275,Tân Phú,Xã,TanPhu
9937,275,Đại Thành,Xã,DaiThanh
9940,275,Phú Mãn,Xã,PhuMan
9943,275,Cấn Hữu,Xã,CanHuu
9946,275,Tân Hòa,Xã,TanHoa
9949,275,Hòa Thạch,Xã,HoaThach
9952,275,Đông Yên,Xã,DongYen
9955,276,Liên Quan,Thị trấn,LienQuan
9958,276,Đại Đồng,Xã,DaiDong
9961,276,Cẩm Yên,Xã,CamYen
9964,276,Lại Thượng,Xã,LaiThuong
