MaSo,MaQuanHuyen,Ten,DonVi,EnglishName
22690,574,Diên Toàn,Xã,DienToan
22693,574,Diên An,Xã,DienAn
22696,574,Bình Lộc,Xã,BinhLoc
22702,574,Suối Hiệp,Xã,SuoiHiep
22705,574,Suối Tiên,Xã,SuoiTien
22708,570,Suối Cát,Xã,SuoiCat
22711,570,Suối Tân,Xã,SuoiTan
22714,575,Tô Hạp,Thị trấn,ToHap
22717,575,Thành Sơn,Xã,ThanhSon
22720,575,Sơn Lâm,Xã,SonLam
22723,575,Sơn Hiệp,Xã,SonHiep
22726,575,Sơn Bình,Xã,SonBinh
22729,575,Sơn Trung,Xã,SonTrung
22732,575,Ba Cụm Bắc,Xã,BaCumBac
22735,575,Ba Cụm Nam,Xã,BaCumNam
22736,576,Trường Sa,Thị trấn,TruongSa
22737,576,Song Tử Tây,Xã,SongTuTay
22738,582,Đô Vinh,Phường,DoVinh
22739,576,Sinh Tồn,Xã,SinhTon
22741,582,Phước Mỹ,Phường,PhuocMy
22744,582,Bảo An,Phường,BaoAn
22750,582,Phủ Hà,Phường,PhuHa
22759,582,Kinh Dinh,Phường,KinhDinh
22762,582,Đạo Long,Phường,DaoLong
22765,582,Đài Sơn,Phường,DaiSon
22768,582,Đông Hải,Phường,DongHai
22771,582,Mỹ Đông,Phường,MyDong
22774,582,Thành Hải,Xã,ThanhHai
22777,582,Văn Hải,Phường,VanHai
22779,582,Mỹ Bình,Phường,MyBinh
22780,582,Mỹ Hải,Phường,MyHai
22783,584,Phước Bình,Xã,PhuocBinh
22786,584,Phước Hòa,Xã,PhuocHoa
22789,584,Phước Tân,Xã,PhuocTan
22792,584,Phước Tiến,Xã,PhuocTien
22795,584,Phước Thắng,Xã,PhuocThang
22798,584,Phước Thành,Xã,PhuocThanh
22801,584,Phước Đại,Xã,PhuocDai
22804,584,Phước Chính,Xã,PhuocChinh
22807,584,Phước Trung,Xã,PhuocTrung
22810,585,Tân Sơn,Thị trấn,TanSon
22813,585,Lâm Sơn,Xã,LamSon
22816,585,Lương Sơn,Xã,LuongSon
22819,585,Quảng Sơn,Xã,QuangSon
22822,585,Mỹ Sơn,Xã,MySon
22825,585,Hòa Sơn,Xã,HoaSon
22828,585,Ma Nới,Xã,MaNoi
22831,585,Nhơn Sơn,Xã,NhonSon
22834,586,Khánh Hải,Thị trấn,KhanhHai
22837,588,Phước Chiến,Xã,PhuocChien
22840,588,Công Hải,Xã,CongHai
22843,588,Phước Kháng,Xã,PhuocKhang
22846,586,Vĩnh Hải,Xã,VinhHai
22849,588,Lợi Hải,Xã,LoiHai
22852,586,Phương Hải,Xã,PhuongHai
22853,588,Bắc Sơn,Xã,BacSon
22855,586,Tân Hải,Xã,TanHai
22856,588,Bắc Phong,Xã,BacPhong
22858,586,Xuân Hải,Xã,XuanHai
22861,586,Hộ Hải,Xã,HoHai
22864,586,Tri Hải,Xã,TriHai
22867,586,Nhơn Hải,Xã,NhonHai
22868,586,Thanh Hải,Xã,ThanhHai
22870,587,Phước Dân,Thị trấn,PhuocDan
22873,587,Phước Sơn,Xã,PhuocSon
22876,587,Phước Thái,Xã,PhuocThai
22879,587,Phước Hậu,Xã,PhuocHau
22882,587,Phước Thuận,Xã,PhuocThuan
22885,589,Phước Hà,Xã,PhuocHa
22888,587,An Hải,Xã,AnHai
22891,587,Phước Hữu,Xã,PhuocHuu
22894,587,Phước Hải,Xã,PhuocHai
22897,589,Phước Nam,Xã,PhuocNam
22898,589,Phước Ninh,Xã,PhuocNinh
22900,589,Nhị Hà,Xã,NhiHa
22903,589,Phước Dinh,Xã,PhuocDinh
22906,589,Phước Minh,Xã,PhuocMinh
22909,589,Phước Diêm,Xã,PhuocDiem
22910,589,Cà Ná,Xã,CaNa
22912,587,Phước Vinh,Xã,PhuocVinh
22915,593,Mũi Né,Phường,MuiNe
22918,593,Hàm Tiến,Phường,HamTien
22921,593,Phú Hài,Phường,PhuHai
22924,593,Phú Thủy,Phường,PhuThuy
22927,593,Phú Tài,Phường,PhuTai
22930,593,Phú Trinh,Phường,PhuTrinh
22933,593,Xuân An,Phường,XuanAn
22936,593,Thanh Hải,Phường,ThanhHai
22939,593,Bình Hưng,Phường,BinhHung
22942,593,Đức Nghĩa,Phường,DucNghia
22945,593,Lạc Đạo,Phường,LacDao
22948,593,Đức Thắng,Phường,DucThang
22951,593,Hưng Long,Phường,HungLong
22954,593,Đức Long,Phường,DucLong
22957,593,Thiện Nghiệp,Xã,ThienNghiep
22960,593,Phong Nẫm,Xã,PhongNam
22963,593,Tiến Lợi,Xã,TienLoi
22966,593,Tiến Thành,Xã,TienThanh
22969,595,Liên Hương,Thị trấn,LienHuong
22972,595,Phan Rí Cửa,Thị trấn,PhanRiCua
22975,595,Phan Dũng,Xã,PhanDung
22978,595,Phong Phú,Xã,PhongPhu
22981,595,Vĩnh Hảo,Xã,VinhHao
22984,595,Vĩnh Tân,Xã,VinhTan
22987,595,Phú Lạc,Xã,PhuLac
22990,595,Phước Thể,Xã,PhuocThe
22993,595,Hòa Minh,Xã,HoaMinh
22996,595,Chí Công,Xã,ChiCong
22999,595,Bình Thạnh,Xã,BinhThanh
23005,596,Chợ Lầu,Thị trấn,ChoLau
23008,596,Phan Sơn,Xã,PhanSon
23011,596,Phan Lâm,Xã,PhanLam
23014,596,Bình An,Xã,BinhAn
23017,596,Phan Điền,Xã,PhanDien
23020,596,Hải Ninh,Xã,HaiNinh
23023,596,Sông Lũy,Xã,SongLuy
23026,596,Phan Tiến,Xã,PhanTien
23029,596,Sông Bình,Xã,SongBinh
23032,596,Lương Sơn,Thị trấn,LuongSon
23035,596,Phan Hòa,Xã,PhanHoa
23038,596,Phan Thanh,Xã,PhanThanh
23041,596,Hồng Thái,Xã,HongThai
23044,596,Phan Hiệp,Xã,PhanHiep
23047,596,Bình Tân,Xã,BinhTan
23050,596,Phan Rí Thành,Xã,PhanRiThanh
23053,596,Hòa Thắng,Xã,HoaThang
23056,596,Hồng Phong,Xã,HongPhong
23059,597,Ma Lâm,Thị trấn,MaLam
23062,597,Phú Long,Thị trấn,PhuLong
23065,597,La Dạ,Xã,LaDa
23068,597,Đông Tiến,Xã,DongTien
23071,597,Thuận Hòa,Xã,ThuanHoa
23074,597,Đông Giang,Xã,DongGiang
23077,597,Hàm Phú,Xã,HamPhu
23080,597,Hồng Liêm,Xã,HongLiem
23083,597,Thuận Minh,Xã,ThuanMinh
23086,597,Hồng Sơn,Xã,HongSon
23089,597,Hàm Trí,Xã,HamTri
23092,597,Hàm Đức,Xã,HamDuc
23095,597,Hàm Liêm,Xã,HamLiem
23098,597,Hàm Chính,Xã,HamChinh
23101,597,Hàm Hiệp,Xã,HamHiep
23104,597,Hàm Thắng,Xã,HamThang
23107,597,Đa Mi,Xã,DaMi
23110,598,Thuận Nam,Thị trấn,ThuanNam
23113,598,Mỹ Thạnh,Xã,MyThanh
23116,598,Hàm Cần,Xã,HamCan
23119,598,Mương Mán,Xã,MuongMan
23122,598,Hàm Thạnh,Xã,HamThanh
23125,598,Hàm Kiệm,Xã,HamKiem
23128,598,Hàm Cường,Xã,HamCuong
23131,598,Hàm Mỹ,Xã,HamMy
23134,598,Tân Lập,Xã,TanLap
23137,598,Hàm Minh,Xã,HamMinh
23140,598,Thuận Quí,Xã,ThuanQui
23143,598,Tân Thuận,Xã,TanThuan
23146,598,Tân Thành,Xã,TanThanh
23149,599,Lạc Tánh,Thị trấn,LacTanh
23152,599,Bắc Ruộng,Xã,BacRuong
23158,599,Nghị Đức,Xã,NghiDuc
23161,599,La Ngâu,Xã,LaNgau
23164,599,Huy Khiêm,Xã,HuyKhiem
23167,599,Măng Tố,Xã,MangTo
23170,599,Đức Phú,Xã,DucPhu
23173,599,Đồng Kho,Xã,DongKho
23176,599,Gia An,Xã,GiaAn
23179,599,Đức Bình,Xã,DucBinh
23182,599,Gia Huynh,Xã,GiaHuynh
23185,599,Đức Thuận,Xã,DucThuan
23188,599,Suối Kiết,Xã,SuoiKiet
23191,600,Võ Xu,Thị trấn,VoXu
23194,600,Đức Tài,Thị trấn,DucTai
